회차	댓글
55	학교폭력하는 것들은 진짜.... 어디 가둬놓고 교육좀 시키면 안되나!!! 범죄유전자는 세탁안되나?진짜 증오스럽다. 어떤 가정환경에서 살면 이렇게 짐승처럼살지? 최소한의 인간 존엄성은 지키면서 사는게 그리 어려운일인가? 폭력성은 유전인가 싶다.
56	훈련법이 왜 사이타마식인거야ㅋㅋㅋㅋㅋㅋㅋ 그러다 대머리 된다...
56	노란또라이 맘에들어
56	그때부터 운동을 저딴식으로 했군 님들은 못하짘ㅋㅋㅋㅋ
56	저때부터 바스코가 문신을 했을줄이야...
56	옛날에 괴롭히던 놈들인듯
56	바스코는 선단공포증도 극복했습니다전에 강남건물주가 칼부림할때 눈앞에 칼을대고도 전혀 무서워하지 않았죠
56	니가사이타마냐
56	솔직히 이번엔 바스코가 쟤네들때렸으면좋겠다ㅋㅋㅋㅋㅋㅋ
56	원펀맨 ㅋㅋㅋ
56	베댓은 포기한다
56	배뎃은 이만화 제대로 보긴한건지 공감수 봐 저 매미형 이름이 종건이라고 어디에 나왔나요? 그리고 저 매미형네집이 엄청 잘사는것으로 나왔습니다 근데 뭐가 아쉬워서 남밑에서 수금하고 경호를 하나요?그리고 저매미형이 종건이면 바스코와 범재를 절대 못알아볼수 없습니다 근데 축제편에서도 바스코랑 싸웠는데도 못알아보고 중고라나편에서도 범재가 나왔었는데 못알아봤습니다 무엇보다 바스코도 종건이랑 싸운후 형석이한테 저사람 누구냐고 물어본거 보면 바스코도 종건이란 사람을 처음봤다는겁니다
56	봄바람이 누군데..
56	베댓에서 봄바람 엄청베댓되고싶다하고 일베라고해서 뭐라햇는지궁금해서 찾아보고잇다 손
56	봄바람님 베댓 엄청되고싶어하는거같아...
56	봄바람 일베한다 장담한다
57	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엄청 감격스럽게 봤는데 마지막에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
57	범재 멋있다
57	바스코 멋지다~~
57	피해자가 가해자가 된다는게 진짜 극혐 지 옛생각은 안나나 그런 몇몇들 이번화 보고 찔렸으면 좋겠다
57	은태 참 좋우친구네요
57	범재 개멋지다 손
57	종건 vs 준구 맞짱 누가이겼을지궁금하지않음? 둘다 싸움 개잘하는거같은데ㅋㅋㅋㅋ
57	기다리다 죽는줄 알앗네 ㅠㅠ
57	은태 힘내라..
57	베댓님 직업비하까진 아닌 거 같습니다 범재가 배달시티면 양아치들이 배달통 들고 범재를 손님으로 맞아야 하니까 그런 부분을 기분 나쁘라고 놀리는 거지 배달한다고 무시하는 발언은 없네요
57	범재 멋있다
57	ㅎ ㅏ, 뜨자마자 들어온 이 기분
57	와 빠르다
57	직업비하라기보단 쟤네는 할수있는게 오토바이타고 배달하는 단순한 배달일밖에 못해서 그점을 무시하는게 아닐까요
57	공부 안 하고 학교 다닐 때 애들 괴롭히고 일찐 놀이하던 애들 결국 거의 다 대부분이 배달 일 하죠 배달하는 직업을 가진 사람들 보면 다수가 저렇게 하고 다녔던 애들이고요 그래서 결국 너도 배달이란 단어를 쓴 겁니다 비하라기 보단 현실인걸요
58	말 못하는 동물이라고 저렇게 버리고 가고 그냥 길에 있다고 담뱃재 같은거 뿌리는 사람은 사람 취급을 해주면 안됨
58	저도 지금 장애견을 키우고 있습니다.첨엔 몰랐지만 데리고 오니 오른뒷다리가 빠져있어 평생 그렇게 살아야하는 노릇입니다.하지만 무지 귀엽습니다.화장실을 나오면 문앞에 앉아 기다리고 있고 애교도 많습니다.그래서 저 개가 남의 개 같지 않더군요.외모지상주의가 무지 심각하다는걸 다시 느낍니다.동물에게 까지 외모지상주의가 퍼진 것을 보니 씁쓸하네요
58	메리크리스마스!! 이 글을 보는 너희라도 행복해라
58	개 불쌍해ㅠㅠㅠㅠㅠ
58	작년 8월이었습니다. 키우던 강아지가 앞을 못보게 되었어요. 늘 말썽부리고 장난기가 심했지만 그래도 늘 사랑받았던 강아지 그리고 갑자기 찾아온 당뇨... 아니 당뇨를 다이어트로 인한 체중감소라고 판단한 동물병원의 실수로 그렇게 되었습니다. 지금도 인슐린을 날마다 두번씩 맞으며 강아지는 식구들과 함께 하고 있습니다. 앞을 못보기에 더 불안해하고 식구들이 집을 비우면 힘들어해서 거의 함께 데리고 다닙니다. 반려동물은 건강할때도 그렇지 않을때도, 예쁠때도 그렇지 않을때도 함께하는 주인이 책임져야할 소중한 생명인것 같네요. 당뇨로 1년을 넘기기 힘들거라 했지만 지금도 저희 식구들 곁에서 함께해줘서 얼마나 좋은지 모릅니다, 귀찮다고, 미워졌다고, 병들었다고 버림받는 반려동물들이 없어지길 바랍니다.
58	베풀되는사람 2015년12월25 딱 되는 자정에 헤어져라
58	사람은 배신해도 동물은 배신안해요 먼저 배신하지 말고, 보듬어주세요.
58	제발 반려견은 끝까지 책임집시다. 아무리 말을 할 수 없는 생명이라지만 무고한 아이들에게 무슨 죄가 있습니까. 주인 하나만 믿고 의지하며 사는 애들인데. 자기 조금 힘들다고 버릴 거였음 진작 데려오지 말았어야 했고 최소한의 예의라도 갖춰 새로운 주인이라도 찾아 줘야 하는 게 말을 할 수 있는 인간의 도리입니다. 못생기고 나이 많고 멍청하다고 해서 버리는 게 대체 무슨 행동입니까. 본인 앞가림 못하고 백수에 적령기까지 지나면 사회에서 꼭 퇴출당해야 합니까? 물론 의지가 가장 중요하다고들 하지만 이 무고한 생명들은 살고자하는 의지가 있기에 쓰레기통까지 뒤져가며 여즉 살아가는 겁니다. 그리고 유기견 센터 봉사활동을 가거나 유기견 입양할 시 아이들을 보러 가면 학대로 인해 두려움에 떠는 아이들도 있지만 이미 다 알고서 새 주인이 생긴다는 것에 대해 매우 기뻐하고 사람이 봐도 어떤 감정 상태인지 알 수 있을 만큼 업된다고 합니다. 작고 귀여운 어린 시절은 잠깐이니 제발 버리지 말아 주세요.
58	근데 강아지가 수정이 다리 뜯어먹고있는건 아무도 언급 안 히네
58	외모지상주의 비판하면서 뚱뚱한 사람 다리를 족발이라고 비유하는 모순 클라스...
58	하진짜 동물패는새기들 걍형석이한테반쯤죽어봐야됨
58	수정이 다리먹히는중인데?
58	????외모지상주의 비판하면서 뚱뚱한 사람 다리를 족발이라고 비유하는 모순 클라스??? 그게 아니라 그냥 개그같은데....
58	.. 여자몸두개라는배뎃이 없어서 당황함.
58	저여자는 몸이 2개
59	대박 여자에도 몸이 2개라던 배댓 나와
59	와 ㅁㅊ 저 여자 예전에 형석이 그 노예팅에서 사간 애 아님?
59	안경에 눈이 그려져있던거였엌ㅋㅋㅋㅋㅋㅋ
59	이게 베댓이되면 제야의종칠때 카메라 앞에가서 빨개벗고 춤을추겠습니다
59	몸 2개인 여자도 있을거라고 한 배댓 여기있습니다.
59	11시 기다린 사람 추천 눌러봐 몇명이나 있는 지 보자
59	헐 스토리 지린다.. 여러분 새해복 많이받으세요!
59	뚱뚱하다고 욕하고 무시하고 지네가 당해봐야알지 똑같은사람인데
59	역시 수정이가 형석이의 그녀였군요!! 연결 대박!!!
59	2016년 丙申年(병신년), 복 된 새해를 맞아 행복만 가득 넘치기를 기원 하겠습니다. 새해에는 더 건강하고 더 행복하고 더 좋은 일만 가득하시기를 새해복많이받으세요~~~
59	작가님의 머리의 한계는 어디까지죠?
59	헐
59	11시 기다린 사람 추천 눌러봐 몇명이나 있는 지 보자
59	작가님 새해잘보내시고 건강하세요♥
59	형석이 몸이 2개 입니다 근데 목소리는 거의 바뀌지 않았다고 볼 수 있는게 형석이 엄마가 형석이 목소리랑 똑같아서 잘생긴 형석이를 자신의 아들과 착각하는 장면이 나옵니다 이 장면을 통해 형석이 목소리는 몸은 2개이지만 목소리는 같다고 볼 수 있습니다. 그리고 이번화를 통해 몸이 2개인 사람이 등장을 했죠? 그렇다면 재열이가 말을 안하는 이유를 알 수 있습니다. 재열이는 몸은 2개인데 몸 하나는 남자고 하나는 여자인 것 입니다. 재열이 목소리가 여자이기 때문에 말을 하게되면 재열이의 정체가 드러나기 때문에 재열이는 말을 하지 않는 것 이라고 볼 수 있습니다. 그리고 저 여자를 보면 몸이 2개죠? 저 여자는 회사(조직) 소속이구요 형석이를 주시하고 있습니다. 그리고 그 편의점 누나?였나 아무튼 그 여자인지는 모르겠지만 제 예상대로면 저 여자 몸 2개고 그때 그 보디가드 역할로 있는 사람도 몸이 2개입니다. 그리고 현재 상황을 보시면 하늘이가 그 회사로 들어갈 것 같구요. 길어서 더 못
60	오 서로 실제 몸을 좋아하는거?
60	여기서 이누가 제일 불쌍하다...진심 왜 생명을 버리는걸까.... 우리 인간은 반성해야된다...이렇게 이누는 주인만 바라보는데
60	형석이가 이번편에서 예쁜누나 정체 알만했는데(잘생긴 형석이를 *형석이 원래 형석이를 ^형석이라 하고 수정이도 똑같이 적용하겠음) "누구는 사료만 사오던데" 에서 충분히 의심해볼수 있음. 분명히 *형석이가 개 사료 사왔을때는 ^수정이랑 *형석이밖에 없었음. 하지만 *수정이가 그 사실을 알고 있음. 형석이는 *수정이랑 ^수정이랑 같은거 모름. 이럴때. 자신의 경험처럼 말하는 *수정이의 말투를 보고 충분히 알 만하다고 생각됨. 자신에게 일어났던 일이 다른사람에게 일어나지 않으리라는 법도 없으니말임. ps. 마지막사람은 바스코일듯
60	재열이하고 수정이아빠가 회장같은데ㅋㅋㅋㅋㅋ
60	베댓 중 아무도 작가의 말을 신경쓰지 않는다는게 안타까울 뿐이다.2015사이 콜라보 기안×박태준 에서 기안이 싸지른 똥 박태준작가가 치워야 하는 상황인데 박태준 작가님 걱정하는 댓글은 없냐? 박태준 작가님 힘내세요..
60	진짜로.... 이누가 제일불쌍한거같아요... 주인한테 버림받은것도모르고 저렇게 충성을다하고 집을지키겠다고 저러고있는데.. 진심 수정이나 형석이 둘중한명이 거둬갔으면좋겠네요 키우지못하실꺼면 분양자체를하지마세요님들
60	외모지상주의 웹툰의이름에걸맞게 수정이는뚱뚱한형석이를좋아하고 헝석이는뚱뚱한수정이를좋아하니 나중엔 둘다이쁜몸이사라지게되고 뚱뚱한몸으로노력해서 다이겨내고 외모가다가아니란걸 알려줄듯하네요.
60	주인님이 주신 내보물 그자식이 뺏어갔어 에서 그자식은 아마 보컬과에 진호빈일겁니다. 그리고 재생각에는 아마 학교에서 진호빈이 이누가 짖어서 목도리를 뺏었다는둥 그런 얘기를 하는걸 박형석이 들어서 목도리를 되찾아 올거같습니다. 목도리를 되찾아서 이누한테 건내줄때 , 이누를 찾아온 수정이 본 후에 수정이는 박형석을 다시보게 될거고 , 이런 저런 얘기를 하다가 나중에는 서로의 정체에 대해 알거같다고 조심스럽게 추측해봅니다. 어짜피 이 댓글은 타이밍을 놓쳐서 금방 묻히겠지만요.
60	강선아 너가 자주보는 웹툰에다가 댓글 남긴다. 이글을 보면 다시 집에 돌아왔으면 엄마는 부탁한다. 시험 성적이 엄마가 바라는 데로 안나와서 속상해서 엄마가 널 너무 괴롭혔구나. 이제 날씨도 쌀쌀해져서 밖에 있을라면 매우 추울 생각에 엄마는 잠을 못이룬다. 엄마가 미안하다. 강선아... 빨리 돌아오렴. 김치 찌개 끓여놨다
60	강선이 집에 들어갔니? 집나가면 개고생이란다 어여 들어가렴~
60	강선이 가출많이하나봐? 저런댓글 몇번봤는데 진짜면 노답이여..
60	음...이번편은 작가님이 역차별 말하고 있는것 같은데, 혼자만의 착각일까요?똑같은 행동을 해도 잘생긴 형석이가 행동하면 나쁘게 해석하고, 못생긴 형석이가 행동하면 좋게 해석하죠. 마찬가지로 예쁜 애가 못생긴 애를 도와주니까 그 의도가 순수하기 보다는 이용해먹으려는 악의가 베이스에 있을 거라는 의심부터하고 있는 모습도 보이네요...뭐, 이건 못생긴 애에 대한 차별이려나요? 미묘하지만...ㅎㅎ 여하튼... 차별이던 역차별이던, 겉모습만 보고 차별한다는 점은 같네요...
60	외모지상주의는 지금까지 이쁘고 잘생겨야 대우받는다는 내용을 보여줬었는데... 이번화를 보시면아시겠지만 이쁘다는 이유 만으로도 뚱뚱한 형섭이한테 사기를 친다고 생각한다는 우리들의 심리를 잘 그려냈다고 생각합니다.저 여자는 저번화에 *형섭이가 잘생겼다는 이유만으로 선입견을갖고 안좋게 생각합니다. 아마 외모지상주의인 이 참담한 세상이 낳은 또다른 피해자이겠죠. '잘생기고 이쁜여자는 싸가지도없고 나쁜사람들이다' 라고말이죠 그럼에도 불구하고 이쁜미모를 유지하기위해 저렇게 노력중입니다 외모지상주의를 욕함과 동시에 외모지상주의에 가장 부합한 노력을한다는게 아이러니군요 설마 박태준님도?
60	야부리맨보고 오신분 좋아요
60	지금안나올거아는데 걍 들어온사람 추천
61	아마도 회장은 자신의 명성에 걸맞는 예쁜딸을 가질 욕심으로 일종의 ' 아바타 프로젝트 '를 개발한게 아 닌가 싶다. 박형석은 일종의 실험체로서 딸의 실험을 완성시키기 위해 선택된 인물이고. 결국 회장이 자기 딸에게 못생긴 몸은 사라질테니 24시간 예쁜 몸과 얼굴로 평생 살라고 하겠지만 딸은 이쁜 몸을 포기하고 원래 몸으로 사는 것을 택하겠지. 형석이도 마찬가지고. 본래의 몸으로 돌아가 남의 도움이 아닌 자신의 힘으로 조금씩 달라지고 멋있어지는 주인공들의 모습을 보여주면서 만화는 Hppy End....는 개뿔 작가님 평생 연재해 주세요 너무 재밌어요 ㅠㅠ
61	목도리 세탁하면 주인 냄새 모를껀데...
61	강아지라 후각이 좋아서 미세한 냄새도 맡을수도있습니다.거기다가 몇년동안 가지고있던 추억물건을 잊어버린다면 그게더이상한거에요 .... 어차피 수많은 댓글에 사라질듯... 뭐라하는분있는대요 이누는 처음에주인이 말했던거처럼 기다려 이말때문에 기다리고있어요 이누는 자기가 버려졌는지모를수도있어요...(x논리양해좀)...배댓ㄱ..가.ㄱ
61	저 수정이란 캐릭터 에프엑스 크리스탈에서 따온거같음 ㅋㅋㅋ느낌이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
61	░░░░░░░░░▄░░░░░░░░░░░░░░▄ ░░░░░░░░▌▒█░░░░░░░░░░░▄▀▒▌ ░░░░░░░░▌▒▒█░░░░░░░░▄▀▒▒▒▐ ░░░░░░░▐▄▀▒▒▀▀▀▀▄▄▄▀▒▒▒▒▒▐ ░░░░░▄▄▀▒░▒▒▒▒▒▒▒▒▒█▒▒▄█▒▐ ░░░▄▀▒▒▒░░░▒▒▒░░░▒▒▒▀██▀▒▌ ░░▐▒▒▒▄▄▒▒▒▒░░░▒▒▒▒▒▒▒▀▄▒▒ ░░▌░░▌█▀▒▒▒▒▒▄▀█▄▒▒▒▒▒▒▒█▒ ░▐░░░▒▒▒▒▒▒▒▒▌██▀▒▒░░░▒▒▒▀▌ ░▌░▒▄██▄▒▒▒▒▒▒▒▒▒░░░░░░▒▒▒▌ ▐▒░▐▄█▄█▌▄░▀▒▒░░░░░░░░░░▒▒▐ ▐▒▒▐▀▐▀▒░▄▄▒▄▒▒▒▒▒▒░▒░▒░▒▒▒▌ ▐▒▒▒▀▀▄▄▒▒▒▄▒▒▒▒▒▒▒▒░▒░▒░▒▐ ░▌▒▒▒▒▒▒▀▀▀▒▒▒▒▒▒░▒░▒░▒░▒▒▌ 멍멍? ░▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒░▒░▒░▒▒▄▒▒
61	수정이의 원래몸은 뚱뚱한 몸이 아닌 날씬한 몸입니다 증거론 죽을힘을 다해 달라졌는데란 대사와 운동법을 잘 알고있다는 대사가 있었죠 즉 다이어트를 통해 날씬한 몸을 얻게된건데 새로운몸이 뚱뚱한몸인겁니다 추측상 이건 과거의 몸 같습니다 자신또한 잘생긴 남자들의 편견과 선입견에 대한 저주로 여겨지고요 형석이는 이 만화에서 편견과 선입견이 없는 인물이죠 현재 원래 몸으로 운동을 하는거로 보아 다른 몸은 미래의 몸 같습니다 형석이의 경우엔 새로운 몸은 축복이고 이런 편견없는 형석인 수정이의 외모지상주의를 깨줄 인물이죠. 만약 이 추측이 맞으면 서로 원래의 몸으로 운동을하고 밤에 활동하는건 복선이 될거같고요 결말은 형석인 노력을 통해 몸이 변하면 그때 새로운 몸이 사라지고 수정인 형석일 통해 편견과 선입견이 사라지면 새로운 몸이 사라질거같네요.
61	나왔당
61	나는 수정이보다는 형석이 본모습에 그냥 빠져버린 하늘이가더좋당
61	외:로움의 결정체인모:태솔로라 눈물이난다면 지:금의 너의 주변을 둘러봐 상:상속의 애인과 데이트를하는 주:위의 사람들이 보일거야 그사람들은 의:로운 너의미래지♡
61	솔찍히 그림보고 형석이가 나쁜놈인줄...
61	근데 개 이름이 이누라는걸 어떻게 알았지?
61	犬(いぬ)에 노예라는 뜻이 있다니 뭔 개소리지 그냥 배뎃되고 싶어서 ㅈㄹ하는건가 개가 충성심이 강해 자기의 부하 심복 노예등한테 개라고 낮추부르거나 등등 있지만 개가 노예라는 뜻은 없어요
61	저 홍기태라는 사람에 대한 언급은 없네요..수많은 재벌가나 권력가 중에서 유일하게 수정이와 엮이는 걸로 봐선 앞으로 계속 등장할 가능성이 있다고 봅니다 성이 홍씨인걸로 봐선 아마 재열이의 형제가 아닐까도 생각이 드네요 지난번 에피소드에서 재열이의 가족이 잠깐 언급됬는데 다들 재열이를 불편해한다..그런게 나온걸로 봐선 재열이는 아마 회장의 자식이긴하지만 양자나 배다른 자식이 아닐까 추측해볼수 있네요 아마 나중에 재열이와 후계자 자리를 놓고 경쟁하게 되거나할것 같네요 저 집안 식구들은 머리카락으로 눈을 가리는게 특징인가보군요
61	근데 형석이 저번화에 예쁜 수정이 자기랑 동갑이라는거 알았는데 뚱뚱한 수정이 언니로 나오면 뭔가 이상하지 않음??
61	보면 뻔히 다아는 내용 좀 꼴에 추리한답시고 풀어쓰지 좀 않으면 좋겠다
62	귀여워♡
62	오 이게 되네
62	아 재열이 진짜 너무 귀엽다ㅎㅎㅎㅎ
62	마지막에 엄마미소지은사람
62	뭐래 저도이댓글을 즇아합니다 안뜨잖아
62	진성이 유이한테 사이다!!!굿!!!!
62	재열이가 게이여도 응원해줄 수 있다
62	첫번째베댓 저렇게 사기치면서 베댓되고싶냐?
62	재열이랑 주인공 에피는 언제 풀까요 ㅋㅋ 왜저리 헌신적이야 ㅋㅋㅋ
62	사건의 발단이 된 베댓이 이 글을 쓰기 1분전에 사라졌네요. 첫번째 베댓이 신고먹은듯요! 원래 66만 좋아요를 기록, 5만에 가까운 싫어요를 받은 사기 베댓이 있었습니다. 왜 사기냐면요.. 좋아요를 누르면 저도 이 댓글을 좋아합니다가 떠요 캬컄ㅋㅋㅋ 네이버가 미쳤나봐. 라는 말도 안되는 말을 지껄였거든요. 그래서 거기에 낚인 분개한 사람들이 내리라고 계속 말한거구요. 신고먹어서 내린건지 한톨의 양심이 있어서 내린건지는 모르겠으나 암튼 담부턴 그딴짓 하지 마세요. 이 한심한 x끼야
62	베댓내려 뭔 약을 팔고있어
62	새끼강아지보고 엄마미소지은사람손
62	재열이는 인어였는데 형석이를 만나기위해 목소리를 마녀한테 주고육지에서 사는거 같은데
62	아직풀리지않은 외모지상주의 궁금증1.재열이의 정체는 도대체 무엇인가? 2.중학권투대회에서 진성이를 이긴놈은누구인가? 3.진호빈은왜 맨날 선글라스를 쓰고 다니나? 4.번너클은 도대체 어떻게해서 큰집단되었는가? 5.형석이와 수정이의 몸은 어떻게 새로생긴것인가? 6.종건과 준구가 수정이를 지키는이유는 무엇인가?
62	베댓님 추가요7. 형석이의 아버지는? 8. 미용부 장현의 비중은 왜이렇게 작고 언제쯤 자주 등장할까? 9. 이누의 주인님의 정체는? 10. 이태성이랑은 언제 최후를 볼까? 11. 재열이는 왜 눈을 가리고 다닐까? 12. 수정이 아버지가 형석이를 감시하라고 한 이유는? 13. 형석이의 히로인은 하늘? 수정? 14. 예상외로 진호빈은 꽃미남일수도? 15. 형석이는 원래 몸과 지금 몸중에 어느 몸을 선택할까? 16. 이만화가 아직 극초반대라고 했는데 과연 1000화가 넘을까?
63	관심종자라길래 보자마자 김진수 신태일 생각난사람 손
63	작가님.외모지상주의 현실을 비판하고 싶다 하셨는데 이걸 보면 늘 혐오스럽게 생긴 캐릭터가 혐오스러운 짓을 하는 스토리로 가는 것 같아요. 제우스 교관조차도 그런 면모가 나오면 작화가 일그러지고. 작가님도 물론 계획이 있으시겠지만 오히려 이렇게 가다간 독자들은 은연중에 암묵적으로라도 못생긴 사람은 하는 짓도 혐오스럽구나 하는 무의식이 생길까 노파심이 드네요. 의식속에서는 아 외모지상주의 나쁘지. 차별하지 말아야지 하면서도요
63	근데 이 만화는 외모지상주의를 까는거냐 아니면 좋다는거냐
63	작화로 비판하신 분이 계신데, 잘생긴 캐릭터들이 꼭 좋게만 나왔던 것은 아닙니다.지난번 신발 에피소드의 사기범도 이번편의 신대훈도 잘생긴 캐릭터이지만 악역으로 등장합니다 반면에 진성이, 바스코는 잘생긴 캐릭터이지만 좋은 역할로 등장하죠. 또한 못생긴 캐릭터라고 다 나쁜 역도 아닙니다. 덕화, 뚱뚱한 형석이, 착한 교관 등 여러 캐릭터들이 좋은 역으로 등장합니다. 이러한 경우가 있고 저러한 경우가 있는건데, 어느 장면은 잊혀지고 어느 장면만 기억되고 못생긴 캐릭터의 악역에만 너무 초점을 맞추고 보시는것 같아요 ㅎㅎ 오히려 저는 지금 그려지고 있는 방향이 밸런스가 더 적절하다고 생각해요
63	더 풀어야할 이야기 홍재열 이야기 장현 이야기 진호빈 이야기 수정이 이야기 형석이의 러브라인은 누구랑 이어질 것인가 번너클이 뭐하는 집단인지 이태성('선빵은 무조건 명치다' 라고한 돼지)이랑 형석이의 끝나지않았다는 그 질긴인연 준구는 누군지 유이는 수정이네랑 무슨계약을 한건지 형석이의 원래몸은 이제 어떻게 변할건지 몸 두개의 정체 재열이가 형석이에게 가진 감정 (?) 수금단체 (?)의 정체 종건이랑 있던 GD인듯한 사람 종건이랑 준구 관계 회장(수정이아빠)의 정체 수정이네 집안은 뭐하는집안인지 등등..
63	뭔가이상한점이있어요ㅋㅋㅋ 이만화가 외모지상주의를 찬성하냐 반대하냐의 문제가 아닙니다. 이 만화에 등장한 인물들은 모두 극단적으로 잘생겼거나 못생겼어요. 그래서 인물이 등장할때마다 독자들도 어느새 잘생겼냐 못생겼나를 자연스럽게 평가하게 되었어요. 모든 사람의 인상을 벌써 외모로 놓고 시작하는 시점인거죠 이건. 그리고 이 만화에 등장하는 인물은 4종류밖에 없어요. 잘생겼고착하거나. 잘생겼고나쁘거나. 못생겼고착하거나 못생겼고나쁘거나. 즉, 이 만화에서 다루는 요소는 인성과 외모 두개뿐이란겁니다. 현실에서 우리는 사람을 그렇게 평가하나요? 결론적으로 이 만화는 외모지상주의적인 관점입니다. 그것을 옹호하든 비판하든 최소 인물들 다 외모로 한번 편갈라놓고 시작해요. 그거 자체가 외모지상주의.
63	왜 처음에 빨리나온다고 좋아하고 지금은 다른 웹툰처럼 똑같은 시간에 나온다고 초심을 잃은걸까요 처음에 빨리 나오면 감사하죠 근데 계속 그걸 유지 해야한다는 법은 없습니다 님들이 어떤 성격 이나면요 예)A가 B에게 한달동안 매점에서 빵 사줬어요 그럼 그 다음날 부터 쭉 빵 안사주면 초심을 잃은걸까요? 그 다음날 안사줬다고 욕하는 얘들이랑 똑같은 거임... ☆초심 잃었다고 욕하지 마세요☆
63	ㅋㅋㅋ솔직히 이 만화보면서 청소년들이' 아 역시 인성이 좋아야하는구나' 라고 생각하겠냐 ' 아 나도 잘 생기고 이뻐져서 잘나가고 싶다' 라고 생각하겠냐
63	어린친구들 사이에서나 핫한 소재들이 주 내용인것 같은데, 외모에 대한 잘못된 가치관을 심을 것 같아 불편하다. 외모 수준이 인성과 비례 하는것은 아닌데, 이 작가는 이를 비례하다 생각하는 사람인것같다. 작중인물이 소외받는 이유가 외모뿐이라면 이해하겠지만, 못생긴 인물이 소외받을만한 문제적 행동을 벌인다는건, 외모지상주의를 찬양한다는 것으로 밖에는 해석되지 않는다.
63	대체 페북좋아요 많으면 뭐가 좋은거임
63	오늘이 제일 혐오스러웠다 그저그냥극혐이였다 진짜말그대로 외모지상주의네..못생기고 더거운짓하는사림은 욕먹고 생양아치라도 잘생겼다하는데 이번화에서 더 외모지상주의라는 느낌인것같다 작가님이 외모지상주의라는 주제로 스터리를 즈제에 알맞게 이어나가시는것같아서 좋고 공감도된다 근데 저기 관종보니까 꼭 신태일 김윤태 김진수 가 생각난다 마치 제2의 강남건물주를 보는 느낌이다 관심받고싶어서 안달난 저 행동들 모두가 닮았다
63	이 만화 현실이라고 하기에는 일진미화가 존나 심하지ㅋㅋㅋㅋ
63	편덕화:인정받고싶어...박태준:관심받고싶어...
63	이때까지만해도 리트리버가 진짜인줄은 꿈에도 몰랐지
63	결국 구라가아니라 진짜로 리트리버키움 ㅋ
64	와....덕화가 3대 아프리카 방송인에 들어간 것이 좋은1인
64	3대 아프리카중에 덕화가 젤 맘에들었다 인정?
64	딱보니까 신태일이 윤희성저격한거네
64	전국의 모든 초등학생 중학생 고등학생여러분 □■■■■■□□□□■□□□□□■ □□□■□□□□■□□□■□□□■ □□■□■□□■□□□□□■■■■ □■□□□■□■□□□□□■□□■ □□□■□□□□■■■■■□□□■ □□□■□□□□□□□□□□□□□ □■■■■■□□□□□■□□□■□ □□■■■□□□□□□■□□□■□ □□□□■□□□□□□■□□□■□ □□■■■□□□□□□■■■■■□ □□■□□□□□□□□■□□□■□ □□■■■□□□□□□■■■■■□ 졸업을 진심으로 축하드립니다⛪
64	전 초등학교 담임인데 반 남자아이들 다수가 이 웹툰에 빠져있어서 가끔씩 봅니다. 요즘 내용이나 표현, 단어 모든 부분들이 폭력적이며 지나치게 자극적이고 선정적이네요... 우리 아이들이 그릇된 관념을 옳다고 생각할까봐 마음이 많이 불편합니다. 곧 졸업하고 중학교에 가는데 일진에 대한 지나친 환상을 심어주는 것 같아 걱정이네요
64	쩝.... 외모지상주의가 요즘 우리에게 뭘 말하려는건지 모르겠네요...처음에는 우리에게 못갱겼다고 다가 아니다 라든지 외모지상주의가 얼마나 심각한지 말하려는게 확실히 느껴졌는데 요즘은 못생긴놈들은 찌질한짓만 하고다닌다는....? 그런 고정관념같은걸 더 박아주시는거같기도하고... 저만그런가여...
64	드디어떳다
64	3백만원씩 입금되는데 3천만원씩 올라가...어디 은행이여??
64	왠만하면 댓글 잘 안 쓰는데 노파심에 씁니다 작가님 이거 초딩도 보는 공개적인 사이트인데 지나치게 자극적인 장면은 스토리상 꼭 필요한게 아니라면 빼거나 모자이크 처리해주셨으면해요 어리신 분들은 따라하지마세요라는 말을 써주시면 좋겠고요재미를 보여주려고 노력하시는건 좋지만 작가님이 영향력이 크신 공인이신만큼 책임을 의식하고 수위를 조절하주셨으면 합니다!
64	모순1. 신대훈말고두명은 형인데 이번화에서는 친구가됨 2. 광고당 3백인데 통장잔고가 3천씩늘어남 3. 마지막 포르쉐 오픈카는 2인승이라 3명이 타지 못한다
64	만화 패턴이 비슷함ㅋㅋ먼일생기면 쌈잘하는애들출동 + 멋지게 마무리
64	어휴...나 지금 대학생인데요 진지충들이 왜생기냐면 십대후반이나 이십대 그이상은 걍 피식 웃고말죠 근데 초중딩들한텐 이게 이상향이 되고 워너비가 되며 은연중에 멋있다의 기준이 되어버려요^^니들은 안그런다고 생각하지만 은연중에 나도 저렇게 되고싶다, 그렇게 되버린다고 다큰척 하지마요 나도 아직 나 하는짓이 애같다 느끼는데^^
